Episode,Action,Legal Moves,Q-Values,Reward,Total Reward,State,Next State,Done
0,0,2,"[0, 2, 3]","[-0.3908231258392334, 0.14302873611450195, 0.12156927585601807, -0.07037457823753357]",2.5256288882318594,181.72699642841533,"[[ 2  8 16  4]
 [ 8 32  4 16]
 [ 4  2 16  4]
 [ 2  8  0  2]]","[[ 2  8 16  4]
 [ 8 32  4 16]
 [ 4  2 16  4]
 [ 2  2  8  2]]",False
0,0,3,"[0, 1, 2, 3]","[-0.32385605573654175, 0.011796951293945312, 0.21842893958091736, -0.12513019144535065]",2.825116190188568,184.5521126186039,"[[ 2  8 16  4]
 [ 8 32  4 16]
 [ 4  2 16  4]
 [ 2  2  8  2]]","[[ 2  8 16  4]
 [ 8 32  4 16]
 [ 4  2 16  4]
 [ 4  8  2  2]]",False
0,0,2,"[0, 1, 2, 3]","[-0.40175122022628784, 0.13629257678985596, 0.14437279105186462, -0.09238557517528534]",2.825116190188568,187.37722880879247,"[[ 2  8 16  4]
 [ 8 32  4 16]
 [ 4  2 16  4]
 [ 4  8  2  2]]","[[ 2  8 16  4]
 [ 8 32  4 16]
 [ 4  2 16  4]
 [ 4  8  4  2]]",False
0,0,1,"[1, 3]","[-0.4106314182281494, 0.12213993072509766, 0.15340429544448853, -0.10988175868988037]",3.225116190188568,190.60234499898104,"[[ 2  8 16  4]
 [ 8 32  4 16]
 [ 4  2 16  4]
 [ 4  8  4  2]]","[[ 2  8 16  4]
 [ 8 32  4 16]
 [ 8  2 16  4]
 [ 2  8  4  2]]",False
0,0,1,"[1, 3]","[-0.37362051010131836, 0.13906526565551758, 0.15442192554473877, -0.08510786294937134]",4.025116190188568,194.6274611891696,"[[ 2  8 16  4]
 [ 8 32  4 16]
 [ 8  2 16  4]
 [ 2  8  4  2]]","[[ 2  8 16  4]
 [16 32  4 16]
 [ 2  2 16  4]
 [ 2  8  4  2]]",False
0,0,1,"[0, 1, 2, 3]","[-0.5837331414222717, 0.1682184934616089, 0.13813379406929016, -0.17016828060150146]",2.825116190188568,197.45257737935816,"[[ 2  8 16  4]
 [16 32  4 16]
 [ 2  2 16  4]
 [ 2  8  4  2]]","[[ 2  8 16  4]
 [16 32  4 16]
 [ 4 16  4  2]
 [ 2  8  4  2]]",False
0,0,1,"[1, 3]","[-0.2952907383441925, 0.08303433656692505, 0.38472336530685425, 0.0017313212156295776]",3.6251161901885682,201.07769356954674,"[[ 2  8 16  4]
 [16 32  4 16]
 [ 4 16  4  2]
 [ 2  8  4  2]]","[[ 2  8 16  4]
 [16 32  8 16]
 [ 4 16  4  4]
 [ 2  8  2  0]]",False
0,0,2,"[0, 2, 3]","[-0.35124289989471436, 0.09106707572937012, 0.39911752939224243, -0.007734209299087524]",3.3274572313944875,204.40515080094121,"[[ 2  8 16  4]
 [16 32  8 16]
 [ 4 16  4  4]
 [ 2  8  2  0]]","[[ 2  8 16  4]
 [16 32  8 16]
 [ 2  4 16  8]
 [ 0  2  8  2]]",False
0,0,0,"[0, 3]","[-0.4621271789073944, 0.1322682499885559, 0.21808795630931854, -0.2521592080593109]",2.5274572313944876,206.9326080323357,"[[ 2  8 16  4]
 [16 32  8 16]
 [ 2  4 16  8]
 [ 0  2  8  2]]","[[ 2  8 16  4]
 [16 32  8 16]
 [ 2  4 16  8]
 [ 2  8  2  2]]",False
0,0,1,"[0, 1, 2, 3]","[-0.5402033925056458, 0.18508422374725342, 0.18821361660957336, -0.18288180232048035]",2.825116190188568,209.75772422252427,"[[ 2  8 16  4]
 [16 32  8 16]
 [ 2  4 16  8]
 [ 2  8  2  2]]","[[ 2  8 16  4]
 [16 32  8 16]
 [ 2  4 16  8]
 [ 2  8  4  2]]",False
